,revision_id,page_name,timestamp,size,comment,tags,unique_id,Year,Month,Day,Day of Week,Hour,is_reverted,diffPrev_size,diffNext_size
21,1210302204,List of WWE personnel,2024-02-25 23:53:23,148899,/* Broadcast team */,"['mw-reverted', 'wikieditor']",21,2024,2,25,6,23,False,-1.0,-14.0
22,1210273369,List of WWE personnel,2024-02-25 20:43:55,148898,,['wikieditor'],22,2024,2,25,6,20,False,-5.0,1.0
23,1210100757,List of WWE personnel,2024-02-25 00:32:16,148893,/* Men's division */,['wikieditor'],23,2024,2,25,6,0,False,-6.0,5.0
24,1209565751,List of WWE personnel,2024-02-22 14:43:03,148887,/* Other on-air personnel */ The Final Testament,['wikieditor'],24,2024,2,22,3,14,False,16.0,6.0
25,1209493821,List of WWE personnel,2024-02-22 04:51:18,148903,not needed - main roster people pop in and out of NXT all the time.,['wikieditor'],25,2024,2,22,3,4,False,154.0,-16.0
26,1209480218,List of WWE personnel,2024-02-22 03:11:55,149057,/* Other on-air personnel */ updated,['wikieditor'],26,2024,2,22,3,3,False,-263.0,-154.0
27,1209478523,List of WWE personnel,2024-02-22 03:03:21,148794,/* Women's division */ Updated the SmackDown Women's Division,['wikieditor'],27,2024,2,22,3,3,False,-1538.0,263.0
28,1209472662,List of WWE personnel,2024-02-22 02:21:19,147256,/* Women's division */ Updated the RAW Women's Division,['wikieditor'],28,2024,2,22,3,2,False,-170.0,1538.0
29,1209467568,List of WWE personnel,2024-02-22 01:49:29,147086,/* Women's division */,['wikieditor'],29,2024,2,22,3,1,False,-490.0,170.0
30,1209464857,List of WWE personnel,2024-02-22 01:31:59,146596,/* Men's division */ Karl Anderson and Luke Gallows now appear on NXT => https://www.youtube.com/watch?v=V4_Uyc8nLAU,['wikieditor'],30,2024,2,22,3,1,False,-154.0,490.0
31,1209359571,List of WWE personnel,2024-02-21 14:50:43,146442,Now part of Jacy Jayne's crew within Chase U,['wikieditor'],31,2024,2,21,2,14,False,0.0,154.0
32,1209325014,List of WWE personnel,2024-02-21 10:04:06,146442,/* Women's division */,['visualeditor-wikitext'],32,2024,2,21,2,10,False,-27.0,0.0
33,1209049057,List of WWE personnel,2024-02-20 02:07:21,146415,/* Women's division */,['wikieditor'],33,2024,2,20,1,2,False,387.0,27.0
34,1208375416,List of WWE personnel,2024-02-17 07:41:41,146802,/* Men's division */,['wikieditor'],34,2024,2,17,5,7,False,-198.0,-387.0
35,1208375196,List of WWE personnel,2024-02-17 07:40:20,146604,/* Men's division */,['wikieditor'],35,2024,2,17,5,7,False,72.0,198.0
36,1208374398,List of WWE personnel,2024-02-17 07:34:47,146676,/* Women's division */,['wikieditor'],36,2024,2,17,5,7,False,45.0,-72.0
37,1208344968,List of WWE personnel,2024-02-17 04:26:30,146721,/* Men's division */,['wikieditor'],37,2024,2,17,5,4,False,-1.0,-45.0
38,1208344653,List of WWE personnel,2024-02-17 04:24:40,146720,#article-section-source-editor,"['mobile edit', 'mobile app edit', 'ios app edit']",38,2024,2,17,5,4,False,-282.0,1.0
39,1208339614,List of WWE personnel,2024-02-17 03:58:25,146438,/* Men's division */,['wikieditor'],39,2024,2,17,5,3,False,-4.0,282.0
40,1208337810,List of WWE personnel,2024-02-17 03:48:59,146434,added reference,['wikieditor'],40,2024,2,17,5,3,False,-225.0,4.0
41,1208335322,List of WWE personnel,2024-02-17 03:35:56,146209,/* Men's division */,['wikieditor'],41,2024,2,17,5,3,False,-1.0,225.0
42,1208335165,List of WWE personnel,2024-02-17 03:35:03,146208,Moved Rock to SD since he's now part of the Bloodline (which is his on air role),"['disambiguator-link-added', 'wikieditor']",42,2024,2,17,5,3,False,36.0,1.0
43,1208323204,List of WWE personnel,2024-02-17 02:36:56,146244,/* Men's division */,['wikieditor'],43,2024,2,17,5,2,False,-510.0,-36.0
44,1208323089,List of WWE personnel,2024-02-17 02:36:26,145734,/* Men's division */,['wikieditor'],44,2024,2,17,5,2,False,510.0,510.0
45,1208308331,List of WWE personnel,2024-02-17 01:21:19,146244,,['visualeditor'],45,2024,2,17,5,1,False,198.0,-510.0
46,1208239932,List of WWE personnel,2024-02-16 21:26:40,146442,,['wikieditor'],46,2024,2,16,4,21,False,-370.0,-198.0
47,1207354183,List of WWE personnel,2024-02-14 16:17:53,146072,/* Other */,['wikieditor'],47,2024,2,14,2,16,False,448.0,370.0
48,1207346033,List of WWE personnel,2024-02-14 15:53:07,146520,/* Women's division */,['wikieditor'],48,2024,2,14,2,15,False,-21.0,-448.0
49,1207345608,List of WWE personnel,2024-02-14 15:51:50,146499,/* Men's division */,['wikieditor'],49,2024,2,14,2,15,False,0.0,21.0
50,1207345494,List of WWE personnel,2024-02-14 15:51:30,146499,/* Men's division */,['wikieditor'],50,2024,2,14,2,15,False,1.0,0.0
51,1207177669,List of WWE personnel,2024-02-14 05:10:06,146500,"/* Men's division */ Lexis King's real name isn't Brian Pillman Jr. He's Brian Zachary Pillman, while his late father was Brian William Pillman.",['wikieditor'],51,2024,2,14,2,5,False,0.0,-1.0
52,1207173855,List of WWE personnel,2024-02-14 04:55:50,146500,And new...,['wikieditor'],52,2024,2,14,2,4,False,-50.0,0.0
53,1207173201,List of WWE personnel,2024-02-14 04:53:17,146450,And new...,['wikieditor'],53,2024,2,14,2,4,False,-25.0,50.0
54,1207115013,List of WWE personnel,2024-02-14 01:06:52,146425,/* SmackDown */,['wikieditor'],54,2024,2,14,2,1,False,-38.0,25.0
55,1206952921,List of WWE personnel,2024-02-13 15:31:30,146387,Reformat 2 archive links. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#themessenger.com]],[],55,2024,2,13,1,15,False,33.0,38.0
56,1205849369,List of WWE personnel,2024-02-10 15:39:56,146420,"The source was Beth Phoenix herself, all 411 was was the carrier.",['wikieditor'],56,2024,2,10,5,15,False,42.0,-33.0
57,1205730516,List of WWE personnel,2024-02-10 08:55:17,146462,/* SmackDown */,['wikieditor'],57,2024,2,10,5,8,False,38.0,-42.0
58,1205730345,List of WWE personnel,2024-02-10 08:54:37,146500,/* Broadcast team */,['wikieditor'],58,2024,2,10,5,8,False,0.0,-38.0
59,1205717703,List of WWE personnel,2024-02-10 08:08:43,146500,/* Women's division */,['wikieditor'],59,2024,2,10,5,8,False,331.0,0.0
60,1205208891,List of WWE personnel,2024-02-09 03:54:39,146831,/* TKO Board of Directors */,['wikieditor'],60,2024,2,9,4,3,False,-15.0,-331.0
61,1204957310,List of WWE personnel,2024-02-08 13:29:03,146816,,['wikieditor'],61,2024,2,8,3,13,False,0.0,15.0
62,1204955293,List of WWE personnel,2024-02-08 13:21:42,146816,/* Women's division */,['wikieditor'],62,2024,2,8,3,13,False,241.0,0.0
63,1204952042,List of WWE personnel,2024-02-08 13:10:30,147057,Reverted edit by [[Special:Contribs/Tom27471|Tom27471]] ([[User talk:Tom27471|talk]]) to last version by StrongSutairu,['mw-rollback'],63,2024,2,8,3,13,True,-286.0,-241.0
64,1204950586,List of WWE personnel,2024-02-08 13:05:27,146771,,"['mobile edit', 'mobile web edit', 'visualeditor', 'mw-reverted']",64,2024,2,8,3,13,False,286.0,286.0
65,1204921902,List of WWE personnel,2024-02-08 11:02:41,147057,,['wikieditor'],65,2024,2,8,3,11,False,-387.0,-286.0
66,1204415439,List of WWE personnel,2024-02-07 02:46:46,146670,/* SmackDown */,['wikieditor'],66,2024,2,7,2,2,False,3.0,387.0
67,1204392073,List of WWE personnel,2024-02-07 01:43:57,146673,,"['mobile edit', 'mobile app edit', 'ios app edit']",67,2024,2,7,2,1,False,-1.0,-3.0
68,1203560356,List of WWE personnel,2024-02-05 04:01:12,146672,If you smell...,['wikieditor'],68,2024,2,5,0,4,False,-34.0,1.0
69,1202831353,List of WWE personnel,2024-02-03 16:28:38,146638,/* Other on-air personnel */,['wikieditor'],69,2024,2,3,5,16,False,0.0,34.0
70,1202831086,List of WWE personnel,2024-02-03 16:27:53,146638,/* Other on-air personnel */,['wikieditor'],70,2024,2,3,5,16,False,4.0,0.0
71,1202747095,List of WWE personnel,2024-02-03 12:01:17,146642,/* Men's division */,['wikieditor'],71,2024,2,3,5,12,False,30.0,-4.0
72,1202744293,List of WWE personnel,2024-02-03 11:50:48,146672,/* Men's division */,['wikieditor'],72,2024,2,3,5,11,False,-17.0,-30.0
73,1202608268,List of WWE personnel,2024-02-03 03:58:22,146655,/* Men's division */Bron Breakker is now considered a free agent since he is negotiating contracts with Raw and SmackDown currently.,"['mobile edit', 'mobile web edit']",73,2024,2,3,5,3,False,-485.0,17.0
74,1202607928,List of WWE personnel,2024-02-03 03:56:50,146170,/* Men's division */,"['mobile edit', 'mobile web edit']",74,2024,2,3,5,3,False,485.0,485.0
75,1202564779,List of WWE personnel,2024-02-03 01:37:35,146655,/* Women's division */,"['mobile edit', 'mobile web edit']",75,2024,2,3,5,1,False,-2.0,-485.0
76,1202564408,List of WWE personnel,2024-02-03 01:36:31,146653,/* Women's division */,"['mobile edit', 'mobile web edit']",76,2024,2,3,5,1,False,-283.0,2.0
77,1202564118,List of WWE personnel,2024-02-03 01:35:39,146370,/* Women's division */,"['mobile edit', 'mobile web edit']",77,2024,2,3,5,1,False,283.0,283.0
78,1202563720,List of WWE personnel,2024-02-03 01:34:26,146653,/* Women's division */,"['mobile edit', 'mobile web edit']",78,2024,2,3,5,1,False,-222.0,-283.0
79,1202563499,List of WWE personnel,2024-02-03 01:33:46,146431,/* Women's division */,"['mobile edit', 'mobile web edit']",79,2024,2,3,5,1,False,221.0,222.0
80,1202312951,List of WWE personnel,2024-02-02 13:20:37,146652,Removing link(s) [[Wikipedia:Articles for deletion/List of tallest wrestlers in WWE history]] closed as delete ([[WP:XFDC#4.0.13|XFDcloser]]),[],80,2024,2,2,4,13,True,47.0,-221.0
81,1202119490,List of WWE personnel,2024-02-02 02:37:07,146699,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5) ([[User:GreenC|GreenC]] - 16989,[],81,2024,2,2,4,2,False,-229.0,-47.0
82,1201621342,List of WWE personnel,2024-02-01 01:39:41,146470,Grammar,"['mobile edit', 'mobile web edit', 'visualeditor']",82,2024,2,1,3,1,False,1.0,229.0
83,1201176931,List of WWE personnel,2024-01-31 02:41:05,146471,/* Other */,['wikieditor'],83,2024,1,31,2,2,False,-14.0,-1.0
84,1201163006,List of WWE personnel,2024-01-31 01:58:27,146457,/* Men's division */,['wikieditor'],84,2024,1,31,2,1,False,234.0,14.0
85,1201162554,List of WWE personnel,2024-01-31 01:57:07,146691,/* Men's division */,['wikieditor'],85,2024,1,31,2,1,False,-234.0,-234.0
86,1200909268,List of WWE personnel,2024-01-30 14:04:13,146457,/* SmackDown */,['wikieditor'],86,2024,1,30,1,14,False,0.0,234.0
87,1200909103,List of WWE personnel,2024-01-30 14:03:45,146457,/* SmackDown */,['wikieditor'],87,2024,1,30,1,14,False,-13.0,0.0
88,1200908969,List of WWE personnel,2024-01-30 14:03:21,146444,https://www.pwinsider.com/article/179810/the-new-smackdown-broadcast-team-is-.html?p=1,['wikieditor'],88,2024,1,30,1,14,False,0.0,13.0
89,1200860503,List of WWE personnel,2024-01-30 11:28:23,146444,Replaced good faith edit with more reliable source; 411Mania is unreliable,['wikieditor'],89,2024,1,30,1,11,False,26.0,0.0
90,1200742947,List of WWE personnel,2024-01-30 04:38:48,146470,/* NXT */,['wikieditor'],90,2024,1,30,1,4,False,-1.0,-26.0
91,1200742582,List of WWE personnel,2024-01-30 04:37:30,146469,/* NXT */,['wikieditor'],91,2024,1,30,1,4,False,-20.0,1.0
92,1200742397,List of WWE personnel,2024-01-30 04:36:53,146449,/* Broadcast team */,['wikieditor'],92,2024,1,30,1,4,False,18.0,20.0
93,1200722692,List of WWE personnel,2024-01-30 03:33:48,146467,/* Other */,['wikieditor'],93,2024,1,30,1,3,False,17.0,-18.0
94,1200722355,List of WWE personnel,2024-01-30 03:32:42,146484,/* Other */,['wikieditor'],94,2024,1,30,1,3,False,-265.0,-17.0
95,1200709597,List of WWE personnel,2024-01-30 02:52:57,146219,/* Men's division */,['wikieditor'],95,2024,1,30,1,2,False,232.0,265.0
96,1200709187,List of WWE personnel,2024-01-30 02:51:38,146451,/* Raw */,['wikieditor'],96,2024,1,30,1,2,False,-3.0,-232.0
97,1200705845,List of WWE personnel,2024-01-30 02:41:03,146448,/* Men's division */,['wikieditor'],97,2024,1,30,1,2,False,-254.0,3.0
98,1200705704,List of WWE personnel,2024-01-30 02:40:34,146194,/* Men's division */,['wikieditor'],98,2024,1,30,1,2,False,254.0,254.0
99,1200703788,List of WWE personnel,2024-01-30 02:34:22,146448,/* Raw */,['wikieditor'],99,2024,1,30,1,2,False,113.0,-254.0
100,1200678361,List of WWE personnel,2024-01-30 01:20:00,146561,,"['mw-manual-revert', 'wikieditor']",100,2024,1,30,1,1,False,11.0,-113.0
101,1200677987,List of WWE personnel,2024-01-30 01:19:04,146572,/* Raw */,"['mw-reverted', 'wikieditor']",101,2024,1,30,1,1,False,-243.0,-11.0
102,1200677830,List of WWE personnel,2024-01-30 01:18:35,146329,,"['mw-reverted', 'wikieditor']",102,2024,1,30,1,1,False,232.0,243.0
103,1200639355,List of WWE personnel,2024-01-29 23:29:38,146561,Ouch,['wikieditor'],103,2024,1,29,0,23,False,-290.0,-232.0
104,1200511651,List of WWE personnel,2024-01-29 17:29:18,146271,,['wikieditor'],104,2024,1,29,0,17,False,271.0,290.0
105,1200051973,List of WWE personnel,2024-01-28 16:41:27,146542,/* TKO Board of Directors */,['wikieditor'],105,2024,1,28,6,16,False,0.0,-271.0
106,1199980626,List of WWE personnel,2024-01-28 12:06:44,146542,/* Nonexclusive */,['wikieditor'],106,2024,1,28,6,12,False,-315.0,0.0
107,1199949293,List of WWE personnel,2024-01-28 10:01:55,146227,/* Nonexclusive */,['wikieditor'],107,2024,1,28,6,10,False,-4.0,315.0
108,1199917744,List of WWE personnel,2024-01-28 08:08:30,146223,/* Men's division */ Andrade Returned,['wikieditor'],108,2024,1,28,6,8,False,-84.0,4.0
109,1199916075,List of WWE personnel,2024-01-28 08:04:30,146139,/* Women's division */ Naomi returned,['wikieditor'],109,2024,1,28,6,8,False,-74.0,84.0
110,1199915271,List of WWE personnel,2024-01-28 08:00:57,146065,/* Women's division */,['wikieditor'],110,2024,1,28,6,8,False,353.0,74.0
111,1199777813,List of WWE personnel,2024-01-27 23:30:09,146418,general cleanup,['wikieditor'],111,2024,1,27,5,23,False,-2.0,-353.0
112,1199645112,List of WWE personnel,2024-01-27 16:00:14,146416,not needed,['wikieditor'],112,2024,1,27,5,16,False,28.0,2.0
113,1199556187,List of WWE personnel,2024-01-27 10:18:13,146444,/* Women's division */,['wikieditor'],113,2024,1,27,5,10,False,7.0,-28.0
114,1199481602,List of WWE personnel,2024-01-27 04:54:03,146451,fixed grammatical error,['wikieditor'],114,2024,1,27,5,4,False,-1.0,-7.0
115,1199473057,List of WWE personnel,2024-01-27 04:22:12,146450,And new...,['wikieditor'],115,2024,1,27,5,4,False,-152.0,1.0
116,1199443606,List of WWE personnel,2024-01-27 02:31:49,146298,,"['mobile edit', 'mobile app edit', 'ios app edit']",116,2024,1,27,5,2,False,156.0,152.0
117,1199429914,List of WWE personnel,2024-01-27 01:44:11,146454,/* Corporate staff */,['wikieditor'],117,2024,1,27,5,1,False,65.0,-156.0
118,1199429800,List of WWE personnel,2024-01-27 01:43:43,146519,/* TKO Board of Directors */ https://twitter.com/SeanRossSapp/status/1751055804369711363,['wikieditor'],118,2024,1,27,5,1,False,498.0,-65.0
119,1199427396,List of WWE personnel,2024-01-27 01:35:23,147017,/* Women's division */,"['mobile edit', 'mobile web edit']",119,2024,1,27,5,1,False,-241.0,-498.0
120,1199427175,List of WWE personnel,2024-01-27 01:34:39,146776,/* Women's division */,"['mobile edit', 'mobile web edit']",120,2024,1,27,5,1,False,241.0,241.0
121,1199299972,List of WWE personnel,2024-01-26 18:33:29,147017,Please stop adding Bray.  Kinda hard to work for a company when you're not...how can I put this without being rude... in this world,['wikieditor'],121,2024,1,26,4,18,False,550.0,-241.0
122,1199285362,List of WWE personnel,2024-01-26 17:46:32,147567,/* Ambassadors */,['wikieditor'],122,2024,1,26,4,17,False,-19.0,-550.0
123,1198977018,List of WWE personnel,2024-01-25 15:15:27,147548,/* Broadcast team */,['wikieditor'],123,2024,1,25,3,15,False,60.0,19.0
124,1198976777,List of WWE personnel,2024-01-25 15:14:35,147608,/* Raw */,['wikieditor'],124,2024,1,25,3,15,False,102.0,-60.0
125,1198972629,List of WWE personnel,2024-01-25 14:59:23,147710,/* SmackDown */,['wikieditor'],125,2024,1,25,3,14,False,239.0,-102.0
126,1198767943,List of WWE personnel,2024-01-25 00:59:29,147949,/* Corporate staff */,['wikieditor'],126,2024,1,25,3,0,False,-4.0,-239.0
127,1198548789,List of WWE personnel,2024-01-24 11:38:13,147945,/* Senior management */,['wikieditor'],127,2024,1,24,2,11,False,26.0,4.0
128,1198436085,List of WWE personnel,2024-01-24 03:36:30,147971,/* Women's division */,['wikieditor'],128,2024,1,24,2,3,False,-15.0,-26.0
129,1198279737,List of WWE personnel,2024-01-23 18:06:09,147956,,['wikieditor'],129,2024,1,23,1,18,False,198.0,15.0
130,1198229736,List of WWE personnel,2024-01-23 14:21:58,148154,Removed most of the 411Mania links,['wikieditor'],130,2024,1,23,1,14,False,-621.0,-198.0
131,1198224854,List of WWE personnel,2024-01-23 13:54:28,147533,/* SmackDown */ https://www.pwinsider.com/article/179555/wwe-changing-smackdown-commentary-team-kevin-patrick-out.html?p=1,['wikieditor'],131,2024,1,23,1,13,False,52.0,621.0
132,1198212892,List of WWE personnel,2024-01-23 12:37:52,147585,/* TKO Board of Directors */,['wikieditor'],132,2024,1,23,1,12,False,0.0,-52.0
133,1198210841,List of WWE personnel,2024-01-23 12:22:31,147585,/* TKO Board of Directors */,['wikieditor'],133,2024,1,23,1,12,False,-63.0,0.0
134,1198209282,List of WWE personnel,2024-01-23 12:11:44,147522,/* TKO Board of Directors */,['wikieditor'],134,2024,1,23,1,12,False,-141.0,63.0
135,1198049718,List of WWE personnel,2024-01-22 21:18:08,147381,/* Men's division */ clear,['wikieditor'],135,2024,1,22,0,21,False,361.0,141.0
136,1197871781,List of WWE personnel,2024-01-22 06:57:44,147742,/* Women's division */ ce,['wikieditor'],136,2024,1,22,0,6,False,-4.0,-361.0
137,1197690768,List of WWE personnel,2024-01-21 15:19:48,147738,added pic,['wikieditor'],137,2024,1,21,6,15,False,-85.0,4.0
138,1197689697,List of WWE personnel,2024-01-21 15:13:12,147653,group name,['wikieditor'],138,2024,1,21,6,15,False,-20.0,85.0
139,1197602839,List of WWE personnel,2024-01-21 05:44:21,147633,/* Women's division */,['wikieditor'],139,2024,1,21,6,5,False,15.0,20.0
140,1197602759,List of WWE personnel,2024-01-21 05:43:46,147648,/* Women's division */,['wikieditor'],140,2024,1,21,6,5,False,-31.0,-15.0
141,1197602621,List of WWE personnel,2024-01-21 05:42:52,147617,/* Men's division */,['wikieditor'],141,2024,1,21,6,5,False,11.0,31.0
142,1197486102,List of WWE personnel,2024-01-20 18:33:07,147628,Dating maintenance tags: {{Dead link}},[],142,2024,1,20,5,18,False,-18.0,-11.0
143,1197481712,List of WWE personnel,2024-01-20 18:11:49,147610,,['wikieditor'],143,2024,1,20,5,18,False,-123.0,18.0
144,1197479568,List of WWE personnel,2024-01-20 18:00:34,147487,/* Men's division */,['wikieditor'],144,2024,1,20,5,18,False,-22.0,123.0
145,1197478917,List of WWE personnel,2024-01-20 17:57:19,147465,Fixed the citation for JD McDonagh (Dead link & page number),['wikieditor'],145,2024,1,20,5,17,False,-26.0,22.0
146,1197326864,List of WWE personnel,2024-01-20 01:56:13,147439,,"['mobile edit', 'mobile app edit', 'ios app edit']",146,2024,1,20,5,1,False,9.0,26.0
147,1196753475,List of WWE personnel,2024-01-18 09:38:35,147448,/* Women's division */,['wikieditor'],147,2024,1,18,3,9,False,2.0,-9.0
148,1196347108,List of WWE personnel,2024-01-17 04:57:55,147450,They're moving on up,['wikieditor'],148,2024,1,17,2,4,False,-1.0,-2.0
149,1196346491,List of WWE personnel,2024-01-17 04:55:00,147449,"She's a wrestler, wrestling tonight in the battle royal and has wrestled on house shows.  Can't just assume if a woman accompanies men to the ring as part of a group, that she's strictly a manger.  This is 2024, and we're long past the days of the Miss Elizabeth template.",['wikieditor'],149,2024,1,17,2,4,False,57.0,1.0
150,1196313611,List of WWE personnel,2024-01-17 02:45:20,147506,,"['mobile edit', 'mobile app edit', 'ios app edit']",150,2024,1,17,2,2,False,2.0,-57.0
151,1196247585,List of WWE personnel,2024-01-16 22:52:32,147508,,['wikieditor'],151,2024,1,16,1,22,False,-3.0,-2.0
152,1196246864,List of WWE personnel,2024-01-16 22:49:21,147505,"/* Senior management */  - Fixed formatting, replaced sources where needed, and other edits",['wikieditor'],152,2024,1,16,1,22,False,127.0,3.0
153,1196234208,List of WWE personnel,2024-01-16 22:00:16,147632,/* Men's division */,['wikieditor'],153,2024,1,16,1,22,False,-267.0,-127.0
154,1196222426,List of WWE personnel,2024-01-16 21:16:05,147365,/* Women's division */,['wikieditor'],154,2024,1,16,1,21,False,2.0,267.0
155,1196157198,List of WWE personnel,2024-01-16 16:31:25,147367,,['wikieditor'],155,2024,1,16,1,16,False,470.0,-2.0
156,1196155762,List of WWE personnel,2024-01-16 16:22:35,147837,/* Men's division */,['wikieditor'],156,2024,1,16,1,16,False,-8.0,-470.0
157,1196045160,List of WWE personnel,2024-01-16 04:24:35,147829,returned tonight,['wikieditor'],157,2024,1,16,1,4,False,26.0,8.0
158,1196037635,List of WWE personnel,2024-01-16 03:53:14,147855,,"['mobile edit', 'mobile app edit', 'ios app edit']",158,2024,1,16,1,3,False,6.0,-26.0
159,1195469782,List of WWE personnel,2024-01-13 23:59:49,147861,/* Women's division */ Ava (wrestler),['wikieditor'],159,2024,1,13,5,23,False,-5.0,-6.0
160,1195418339,List of WWE personnel,2024-01-13 19:36:12,147856,/* Women's division */ removed German source cause we have 2 English sources,['wikieditor'],160,2024,1,13,5,19,False,74.0,5.0
161,1195414926,List of WWE personnel,2024-01-13 19:19:39,147930,"/* Women's division */ 3 sources now, is that enough?",['wikieditor'],161,2024,1,13,5,19,False,-302.0,-74.0
162,1195414195,List of WWE personnel,2024-01-13 19:16:50,147628,/* Women's division */ https://www.ringsidenews.com/2024/01/12/wwe-nxt-star-cora-jade-sustains-injury-during-live-event/ GOOGLE FTW,['wikieditor'],162,2024,1,13,5,19,False,-108.0,302.0
163,1195413671,List of WWE personnel,2024-01-13 19:14:47,147520,"Undid revision 1195401088 by [[Special:Contributions/Vjmlhds|Vjmlhds]] ([[User talk:Vjmlhds|talk]]) Cora Jade injured herself in a house show in Dade City, (see source)","['mw-undo', 'wikieditor']",163,2024,1,13,5,19,True,-91.0,108.0
164,1195401088,List of WWE personnel,2024-01-13 18:14:59,147429,Really?  She just came back.,"['mw-manual-revert', 'mw-reverted', 'wikieditor']",164,2024,1,13,5,18,False,91.0,91.0
165,1195391071,List of WWE personnel,2024-01-13 17:20:34,147520,/* Women's division */ Cora Jade is injured,"['mw-reverted', 'wikieditor']",165,2024,1,13,5,17,False,-91.0,-91.0
166,1195377015,List of WWE personnel,2024-01-13 16:04:19,147429,/* Men's division */,['wikieditor'],166,2024,1,13,5,16,False,-1203.0,91.0
167,1195364276,List of WWE personnel,2024-01-13 14:44:56,146226,Dating maintenance tags: {{Better source needed}},[],167,2024,1,13,5,14,False,-18.0,1203.0
168,1195360725,List of WWE personnel,2024-01-13 14:24:25,146208,/* Men's division */,['wikieditor'],168,2024,1,13,5,14,False,-24.0,18.0
169,1195185424,List of WWE personnel,2024-01-12 18:09:04,146184,/* Men's division */ World Heavyweight Championship (WWE),['wikieditor'],169,2024,1,12,4,18,False,16.0,24.0
