,wiki_db,event_entity,event_type,event_timestamp,event_comment,event_user_id,event_user_text_historical,event_user_text,event_user_blocks_historical,event_user_blocks,event_user_groups_historical,event_user_groups,event_user_is_bot_by_historical,event_user_is_bot_by,event_user_is_created_by_self,event_user_is_created_by_system,event_user_is_created_by_peer,event_user_is_anonymous,event_user_registration_timestamp,event_user_creation_timestamp,event_user_first_edit_timestamp,event_user_revision_count,event_user_seconds_since_previous_revision,page_id,page_title_historical,page_title,page_namespace_historical,page_namespace_is_content_historical,page_namespace,page_namespace_is_content,page_is_redirect,page_is_deleted,page_creation_timestamp,page_first_edit_timestamp,page_revision_count,page_seconds_since_previous_revision,user_id,user_text_historical,user_text,user_blocks_historical,user_blocks,user_groups_historical,user_groups,user_is_bot_by_historical,user_is_bot_by,user_is_created_by_self,user_is_created_by_system,user_is_created_by_peer,user_is_anonymous,user_registration_timestamp,user_creation_timestamp,user_first_edit_timestamp,revision_id,revision_parent_id,revision_minor_edit,revision_deleted_parts,revision_deleted_parts_are_suppressed,revision_text_bytes,revision_text_bytes_diff,revision_text_sha1,revision_content_model,revision_content_format,revision_is_deleted_by_page_deletion,revision_deleted_by_page_deletion_timestamp,revision_is_identity_reverted,revision_first_identity_reverting_revision_id,revision_seconds_to_identity_revert,revision_is_identity_revert,revision_is_from_before_page_creation,revision_tags,unique_id,diffLast_revision_text_bytes,diffNext_revision_text_bytes
10,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,26086274,East-West_Shrine_Game_PR_logo.gif,East-West_Shrine_Game_PR_logo.gif,6.0,False,6.0,False,,True,2010-02-06 01:41:14.0,2010-02-06 01:41:14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
11,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,53713630,2017_FIBA_Oceania_Championship.jpg,2017_FIBA_Oceania_Championship.jpg,6.0,False,6.0,False,,True,2017-04-07 11:13:50.0,2017-04-07 11:13:50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
12,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,28702361,Full_Circle_Jimmie_Ross.jpg,Full_Circle_Jimmie_Ross.jpg,6.0,False,6.0,False,,True,2010-09-04 19:48:58.0,2010-09-04 19:48:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
13,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,12747407,Internationalgrammar.jpg,Internationalgrammar.jpg,6.0,False,6.0,False,,True,2007-08-13 06:14:12.0,2007-08-13 06:14:12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
14,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74835125,Pakistan_national_football_team.png,Pakistan_national_football_team.png,6.0,False,6.0,False,,True,2023-09-08 09:32:37.0,2023-09-16 09:16:24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
15,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74123662,SC_Ghost_Hounds.png,SC_Ghost_Hounds.png,6.0,False,6.0,False,,True,2023-06-25 03:51:45.0,2023-06-25 03:51:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
16,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,26115333,Matthew&Son.jpg,Matthew&Son.jpg,6.0,False,6.0,False,,True,2010-02-08 05:22:23.0,2010-02-08 05:22:23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
17,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,69093248,FC_Nasaf.png,FC_Nasaf.png,6.0,False,6.0,False,,True,2020-12-24 00:00:03.0,2021-10-23 04:06:47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,
18,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,69305700,Kristrup_BK_logo.svg,Kristrup_BK_logo.svg,6.0,False,6.0,False,,True,2021-11-19 01:15:14.0,2021-11-19 01:15:14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
19,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,56052341,Mixbook_logo.svg,Mixbook_logo.svg,6.0,False,6.0,False,,True,2017-12-14 23:30:48.0,2017-12-14 23:30:48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
20,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,63119180,"Cover_of_out-of-print_magazine_Paper_Mayhem,_Issue_31,_July-August_1988.jpg","Cover_of_out-of-print_magazine_Paper_Mayhem,_Issue_31,_July-August_1988.jpg",6.0,False,6.0,False,,True,2020-02-15 18:50:15.0,2020-02-15 18:50:15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
21,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,156192,Have_carcase.JPG,Have_carcase.JPG,6.0,False,6.0,False,,True,2002-12-09 15:07:08.0,2002-12-09 15:07:08.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,
22,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,73574583,Morristown_Logo.jpg,Morristown_Logo.jpg,6.0,False,6.0,False,,True,2023-04-17 18:22:26.0,2023-04-17 18:22:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,
23,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,61155317,Ben_Urich_(circa_2006).png,Ben_Urich_(circa_2006).png,6.0,False,6.0,False,,True,2019-06-27 09:48:51.0,2019-06-27 09:48:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
24,enwiki,page,create,2023-10-01 00:00:03.0,,46472025,Jornius22,Jornius22,,,,,,,True,False,False,False,2023-08-30 18:20:32.0,2023-08-30 18:20:33.0,2023-08-30 18:24:55.0,,,75001836,Pakistan_national_football_team.png,Pakistan_national_football_team.png,6.0,False,6.0,False,,True,2023-10-01 00:00:03.0,2023-10-07 18:01:32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,
25,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74862946,Tau_Epsilon_Phi_official_crest.png,Tau_Epsilon_Phi_official_crest.png,6.0,False,6.0,False,,True,2023-09-20 01:52:05.0,2023-09-20 01:52:05.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
26,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,61105186,The_Siren.poster.jpg,The_Siren.poster.jpg,6.0,False,6.0,False,,True,2019-06-22 13:32:35.0,2019-06-22 13:32:35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,
27,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,5120410,SACO_logo.png,SACO_logo.png,6.0,False,6.0,False,,True,2006-05-12 21:31:17.0,2006-05-12 21:31:17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,
28,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74860714,Lego_Marvel_Avengers_Code_Red.jpeg,Lego_Marvel_Avengers_Code_Red.jpeg,6.0,False,6.0,False,,True,2023-09-19 18:52:26.0,2023-09-19 18:52:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,
29,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,58085138,Childs_Play_Logo_2018.png,Childs_Play_Logo_2018.png,6.0,False,6.0,False,,True,2018-08-06 22:41:45.0,2018-08-06 22:41:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
30,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,20653648,EFPIA_Logo_LR_070416.png,EFPIA_Logo_LR_070416.png,6.0,False,6.0,False,,True,2008-12-12 01:43:26.0,2008-12-12 01:43:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,
31,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,19575818,AS_Mangasport.png,AS_Mangasport.png,6.0,False,6.0,False,,True,2008-10-02 17:44:38.0,2008-10-02 17:44:38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
32,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,4262818,AriellaSG.jpg,AriellaSG.jpg,6.0,False,6.0,False,,True,2006-03-03 15:36:03.0,2006-03-03 15:36:03.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
33,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,30919316,Logo_of_Vetter_Pharma-Fertigung_GmbH_&_Co._KG.jpg,Logo_of_Vetter_Pharma-Fertigung_GmbH_&_Co._KG.jpg,6.0,False,6.0,False,,True,2011-02-17 22:28:13.0,2011-02-17 22:28:13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,
34,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,73104129,Cover_of_Narrators_toolkit.png,Cover_of_Narrators_toolkit.png,6.0,False,6.0,False,,True,2023-02-22 00:56:16.0,2023-02-22 00:56:16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,
35,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74865005,Like_a_Dragon_Infinite_Wealth_cover_art.jpg,Like_a_Dragon_Infinite_Wealth_cover_art.jpg,6.0,False,6.0,False,,True,2023-09-20 11:00:28.0,2023-09-20 11:00:28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,
36,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74946047,Kaapi.png,Kaapi.png,6.0,False,6.0,False,,True,2023-09-30 14:57:20.0,2023-09-30 14:57:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,
37,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,34897454,The_Drop_Kick_FilmPoster.jpeg,The_Drop_Kick_FilmPoster.jpeg,6.0,False,6.0,False,,True,2012-02-26 23:19:36.0,2012-02-26 23:19:36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,
38,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,22186005,Case_Closed_DVD_01.jpg,Case_Closed_DVD_01.jpg,6.0,False,6.0,False,,True,2009-03-29 04:34:26.0,2009-03-29 04:34:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,
39,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,74791899,Peter_Adams_in_Perry_Mason_1958.jpg,Peter_Adams_in_Perry_Mason_1958.jpg,6.0,False,6.0,False,,True,2023-09-10 18:41:20.0,2023-09-10 18:41:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
40,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,58532048,The_Land_Beyond_the_Law_poster.jpg,The_Land_Beyond_the_Law_poster.jpg,6.0,False,6.0,False,,True,2018-09-20 05:14:51.0,2018-09-20 05:14:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
41,enwiki,revision,create,2023-10-01 00:00:03.0,Typo,42543928,Mebigrouxboy,Mebigrouxboy,,,extendedconfirmed,extendedconfirmed,,,True,False,False,False,2021-09-21 22:46:59.0,2021-09-21 22:46:59.0,2021-09-21 23:10:43.0,5950.0,161528.0,1873504,Max_King_(theologian),Max_King_(theologian),0.0,True,0.0,True,False,False,2005-05-11 21:08:37.0,2005-05-11 21:08:37.0,66.0,2080017.0,,,,,,,,,,,,,,,,,1177994953,1174192357,False,,False,6248.0,1.0,rblq5rj3ebq7em80dr35aa98p1zywnf,,,False,,False,,,False,False,wikieditor,41,-136.21928166351606,-1320.0
42,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,33885794,Power_Dive_FilmPoster.jpeg,Power_Dive_FilmPoster.jpeg,6.0,False,6.0,False,,True,2011-11-27 19:37:19.0,2011-11-27 19:37:19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,
43,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,57578161,Mediclinic_International_logo.svg,Mediclinic_International_logo.svg,6.0,False,6.0,False,,True,2018-06-03 02:17:07.0,2018-06-03 02:17:07.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,
44,enwiki,page,delete,2023-10-01 00:00:03.0,,4842600,Explicit,Explicit,,,"sysop,autoreviewer","autoreviewer,sysop",,,True,False,False,False,2007-07-11 22:38:49.0,2007-07-11 22:38:49.0,2007-07-11 22:51:39.0,,,10428848,Sat_ontherocks.gif,Sat_ontherocks.gif,6.0,False,6.0,False,,True,2007-04-02 23:08:26.0,2007-04-02 23:08:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
